description,duration,main_speaker,name,speaker_occupation,tags,title,views,index
"In an intimate talk, Barry Schwartz dives into the question ""How do we do the right thing?"" With help from collaborator Kenneth Sharpe, he shares stories that illustrate the difference between following the rules and truly choosing wisely.",1387,Barry Schwartz,Barry Schwartz: Using our practical wisdom,Psychologist,"['culture', 'global issues', 'happiness', 'philosophy', 'self']",Using our practical wisdom,948622,839
"In this short talk, Arianna Huffington shares a small idea that can awaken much bigger ones: the power of a good night's sleep. Instead of bragging about our sleep deficits, she urges us to shut our eyes and see the big picture: We can sleep our way to increased productivity and happiness -- and smarter decision-making.",250,Arianna Huffington,Arianna Huffington: How to succeed? Get more sleep,Journalist,"['business', 'culture', 'entertainment', 'productivity', 'sleep']",How to succeed? Get more sleep,4241096,840
"Lesley Hazleton sat down one day to read the Koran. And what she found -- as a non-Muslim, a self-identified ""tourist"" in the Islamic holy book -- wasn't what she expected. With serious scholarship and warm humor, Hazleton shares the grace, flexibility and mystery she found, in this myth-debunking talk.",573,Lesley Hazleton,Lesley Hazleton: On reading the Koran,"Writer, psychologist","['TEDx', 'culture', 'global issues', 'journalism', 'religion']",On reading the Koran,1847256,841
Musician and researcher Charles Limb wondered how the brain works during musical improvisation -- so he put jazz musicians and rappers in an fMRI to find out. What he and his team found has deep implications for our understanding of creativity of all kinds.,991,Charles Limb,Charles Limb: Your brain on improv,Researcher,"['TEDx', 'brain', 'creativity', 'entertainment', 'music', 'science', 'technology']",Your brain on improv,1231800,842
"Working with a team of physicists, Dr. Deborah Rhodes developed a new tool for tumor detection that's 3 times as effective as traditional mammograms for women with dense breast tissue. The life-saving implications are stunning. So why haven't we heard of it? Rhodes shares the story behind the tool's creation, and the web of politics and economics that keep it from mainstream use.",1268,Deborah Rhodes,"Deborah Rhodes: A test that finds 3x more breast tumors, and why it's not available to you","Physician, cancer researcher","['business', 'cancer', 'medicine', 'science', 'technology']","A test that finds 3x more breast tumors, and why it's not available to you",892492,843
"Neil Pasricha's blog 1000 Awesome Things savors life's simple pleasures, from free refills to clean sheets. In this heartfelt talk, he reveals the 3 secrets (all starting with A) to leading a life that's truly awesome.",1053,Neil Pasricha,Neil Pasricha: The 3 A's of awesome,"Director, The Institute for Global Happiness","['TEDx', 'books', 'happiness', 'life', 'love', 'personal growth', 'psychology', 'writing']",The 3 A's of awesome,2859644,844
"Nobel Peace laureate Jody Williams brings tough love to the dream of world peace, with her razor-sharp take on what ""peace"" really means, and a set of profound stories that zero in on the creative struggle -- and sacrifice -- of those who work for it.",652,Jody Williams,Jody Williams: A realistic vision for world peace,Nobel peace laureate,"['activism', 'global issues', 'humanity', 'nuclear weapons', 'peace']",A realistic vision for world peace,667218,845
"Technology is evolving us, says Amber Case, as we become a screen-staring, button-clicking new version of homo sapiens. We now rely on ""external brains"" (cell phones and computers) to communicate, remember, even live out secondary lives. But will these machines ultimately connect or conquer us? Case offers surprising insight into our cyborg selves.",473,Amber Case,Amber Case: We are all cyborgs now,Cyborg Anthropologist ,"['anthropology', 'computers', 'culture', 'cyborg', 'future', 'technology']",We are all cyborgs now,1475333,846
"It takes an entire civilization to build a toaster. Designer Thomas Thwaites found out the hard way, by attempting to build one from scratch: mining ore for steel, deriving plastic from oil ... it's frankly amazing he got as far as he got. A parable of our interconnected society, for designers and consumers alike.",651,Thomas Thwaites,Thomas Thwaites: How I built a toaster -- from scratch,Designer,"['Anthropocene', 'design', 'entertainment', 'technology']",How I built a toaster -- from scratch,1301834,847
"There's an angry divisive tension in the air that threatens to make modern politics impossible. Elizabeth Lesser explores the two sides of human nature within us (call them ""the mystic"" and ""the warrior”) that can be harnessed to elevate the way we treat each other. She shares a simple way to begin real dialogue -- by going to lunch with someone who doesn't agree with you, and asking them three questions to find out what's really in their hearts.",668,Elizabeth Lesser,"Elizabeth Lesser: Take ""the Other"" to lunch",Wellness specialist,"['communication', 'global issues', 'politics']","Take ""the Other"" to lunch",1208946,848
"In her talk, Ali Carr-Chellman pinpoints three reasons boys are tuning out of school in droves, and lays out her bold plan to re-engage them: bringing their culture into the classroom, with new rules that let boys be boys, and video games that teach as well as entertain.",750,Ali Carr-Chellman,Ali Carr-Chellman: Gaming to re-engage boys in learning,Instructional designer,"['TEDx', 'bullying', 'children', 'education', 'gaming', 'psychology', 'technology', 'violence']",Gaming to re-engage boys in learning,953587,849
"Days before this talk, journalist Naomi Klein was on a boat in the Gulf of Mexico, looking at the catastrophic results of BP's risky pursuit of oil. Our societies have become addicted to extreme risk in finding new energy, new financial instruments and more ... and too often, we're left to clean up a mess afterward. Klein's question: What's the backup plan?",1189,Naomi Klein,Naomi Klein: Addicted to risk,"Author, Activist ","['activism', 'business', 'culture', 'economics', 'science', 'social change']",Addicted to risk,900395,850
"You'll never sing again, said her doctor. But in a story from the very edge of medical possibility, operatic soprano Charity Tillemann-Dick tells a double story of survival -- of her body, from a double lung transplant, and of her spirit, fueled by an unwavering will to sing. A powerful story from TEDMED 2010.",1085,Charity Tillemann-Dick,Charity Tillemann-Dick: Singing after a double lung transplant,Soprano,"['health care', 'medicine', 'music', 'science', 'technology']",Singing after a double lung transplant,521502,851
"When we throw away our plastic trash, where does it go? In this hard-hitting talk, Van Jones shows us how our throwaway culture hits poor people and poor countries ""first and worst,"" with consequences we all share no matter where we live. Ho offers some ways to reclaim our planet from plastic garbage.",769,Van Jones,Van Jones: The economic injustice of plastic,Social justice and green energy activist,"['Anthropocene', 'TEDx', 'business', 'communication', 'global issues', 'green', 'inequality', 'plastic', 'poverty', 'science']",The economic injustice of plastic,462012,852
"Medical scans can produce thousands of images for a single patient in seconds, but how do doctors know what's useful? Scientific visualization expert Anders Ynnerman shows us sophisticated new tools -- like virtual autopsies -- for analyzing our data, and hints at the sci-fi-sounding medical technologies coming up next. This talk contains some graphic medical imagery.",996,Anders Ynnerman,Anders Ynnerman: Visualizing the medical data explosion,Scientific visualization expert,"['TEDx', 'data', 'health', 'medicine', 'science', 'technology', 'virtual reality', 'visualizations']",Visualizing the medical data explosion,463366,853
"In this first-of-its-kind demo, Heather Knight introduces Data, a robotic stand-up comedian that does much more than rattle off one-liners -- it gathers audience feedback (using software co-developed with Scott Satkin and Varun Ramakrishna at CMU) and tunes its act as the crowd responds. Is this thing on?",364,Heather Knight,Heather Knight: Silicon-based comedy,Roboticist ,"['AI', 'comedy', 'entertainment', 'humor', 'robots', 'science', 'technology']",Silicon-based comedy,757335,854
"Speaking at a TED Salon in London, Martin Jacques asks: How do we in the West make sense of China and its phenomenal rise? The author of ""When China Rules the World,"" he examines why the West often puzzles over the growing power of the Chinese economy, and offers three building blocks for understanding what China is and will become.",1290,Martin Jacques,Martin Jacques: Understanding the rise of China,"Writer, columnist","['Asia', 'business', 'china', 'culture', 'economics', 'global issues']",Understanding the rise of China,2327025,855
